gene,score,label
GALR2,0.6322,2
LRPPRC,0.632186667,2
CHMP5,0.63216,2
CA14,0.632053333,2
DCTN1,0.632,2
COX15,0.631866667,2
ANTXR2,0.631826667,2
DMC1,0.631693333,2
FOXS1,0.631506667,2
CPT1C,0.631373333,2
SLC12A5,0.63128,2
CSTB,0.631213333,2
PRKAB2,0.630573333,2
CLIP2,0.630466667,0
TBCE,0.630173333,2
LLGL1,0.63016,2
FGF7,0.630133333,2
INPP5B,0.629706667,2
STK40,0.629693333,2
FURIN,0.62968,2
ASGR2,0.629426667,2
IQGAP2,0.629293333,2
VAX1,0.629213333,2
ARPC2,0.629173333,2
NRD1,0.629146667,2
AQP9,0.628706667,2
PRPH2,0.6286,2
SCN4A,0.628346667,2
ATF6,0.62812,2
SPINK5,0.627986667,2
NFKBIB,0.62792,2
SSR1,0.627746667,2
BRS3,0.627493333,2
STRBP,0.6274,2
NRTN,0.6274,2
BCL10,0.6274,2
PRLH,0.62736,2
STK39,0.627266667,2
TAL2,0.627173333,2
GNG7,0.627066667,2
HLF,0.626973333,2
GCLM,0.62656,2
CNGA2,0.6264,2
BLOC1S4,0.625986667,2
TRIM71,0.62544,2
NPAS4,0.62516,2
LITAF,0.624973333,2
AFF4,0.624973333,2
CCDC80,0.624906667,2
HADH,0.624666667,2
KIF1B,0.6246,2
P2RX4,0.624586667,2
USF2,0.624586667,2
RAD51D,0.624093333,2
PRKAA1,0.623773333,2
SALL3,0.623653333,2
APBA1,0.623626667,2
ALDH1A1,0.623346667,2
NRARP,0.623333333,2
MAS1,0.623306667,2
SRSF2,0.623173333,2
TRPV2,0.622946667,2
EDAR,0.62284,2
TBX10,0.622666667,2
PINX1,0.622573333,2
AICDA,0.62236,2
RSPO3,0.62228,2
C1GALT1C1,0.622146667,2
MNS1,0.621786667,2
KRT4,0.621773333,2
IGFBP4,0.621773333,2
ADD1,0.621773333,2
ARAP3,0.621613333,2
EPB42,0.62156,2
IL13RA1,0.621453333,2
SGCA,0.621346667,2
BHLHE22,0.621066667,2
NPPA,0.620893333,2
HECTD1,0.620853333,2
POU2F3,0.620586667,2
CHRM5,0.619906667,2
FANCC,0.619866667,2
FERMT1,0.619706667,2
NHEJ1,0.61948,2
RAD18,0.619306667,2
CD79B,0.619266667,2
PNLIP,0.619093333,2
AXIN2,0.618786667,2
SGCD,0.618546667,2
PRKACB,0.618533333,2
CYFIP2,0.61848,2
SLC6A6,0.61808,2
ALDH1A3,0.61804,2
FRS2,0.617946667,2
TNNI3,0.617933333,2
GPR37,0.6174,2
KDM1A,0.617226667,2
ABCB6,0.617146667,2
B3GNT2,0.61692,2
ATN1,0.616826667,2
PTPN1,0.6168,2
ABR,0.61652,2
SP7,0.61636,2
POU5F1,0.616106667,2
EIF4E2,0.615906667,2
DCLK1,0.61588,2
PERP,0.61584,2
SLC11A1,0.615613333,2
SPRED1,0.615533333,2
SLC4A10,0.61484,2
OPN4,0.614626667,2
RBFOX2,0.61436,2
PAM,0.6142,2
TENM4,0.614146667,2
RYBP,0.61372,2
USE1,0.613453333,2
PML,0.613293333,2
PRKCZ,0.613173333,2
AGPS,0.613106667,2
WDTC1,0.612866667,2
DOK2,0.612546667,2
TNFRSF19,0.612546667,2
GPR124,0.61244,2
DDIT3,0.6124,2
RIPK3,0.612333333,2
TFE3,0.61232,2
GRIA4,0.61228,2
MAPK10,0.611986667,2
ARF6,0.611653333,2
UBR3,0.61164,2
DBT,0.611493333,2
SPDEF,0.6114,2
SLC51A,0.61116,2
CLDN6,0.610933333,2
PNPLA8,0.61084,2
PARP2,0.610733333,2
MCM6,0.610613333,2
ATP5F1A,0.61032,2
TFR2,0.6102,2
OLR1,0.609866667,1
HYOU1,0.609573333,2
FOXP4,0.609506667,2
ACSS1,0.609333333,2
DSG4,0.609173333,2
PPIF,0.60908,2
NLGN3,0.60864,2
OASL,0.60864,2
FIGF,0.608573333,2
HERC1,0.608506667,2
DUOX2,0.608453333,2
GIGYF2,0.608173333,2
TNKS2,0.60808,2
KIF26A,0.608013333,2
BHLHE40,0.608013333,2
PLCB2,0.607586667,2
NEGR1,0.607573333,2
PPP1R3C,0.607426667,2
SRSF10,0.607186667,2
AMACR,0.60708,2
FBXO7,0.606986667,2
GSTP1,0.606946667,2
HCN4,0.606786667,2
CD300LF,0.60676,2
RRAGA,0.606693333,2
ELF5,0.606586667,2
IL21,0.606573333,2
APOD,0.606426667,2
PLIN5,0.606413333,2
CA4,0.606413333,2
PRX,0.606066667,2
ACADM,0.605746667,2
ARHGAP35,0.605733333,2
SLC27A5,0.60556,2
NHLH1,0.60536,2
KCNK3,0.605226667,2
SGMS2,0.60512,2
LARP7,0.60492,2
THBS4,0.604906667,2
KIF3B,0.6048,2
LCK,0.60436,2
MUS81,0.60412,2
TRAFD1,0.604066667,2
VAMP2,0.604026667,2
SHROOM3,0.604026667,2
SLC9A3,0.60396,2
CNTNAP2,0.603733333,1
PON2,0.60364,2
NAIP,0.60352,2
FARSA,0.603386667,2
ZFHX3,0.60324,2
PTPN13,0.603106667,2
NEIL3,0.60304,2
ADH5,0.602986667,2
TMTC3,0.60292,2
ADAM12,0.602906667,2
TEF,0.602906667,2
GRIA3,0.602626667,2
SLC6A5,0.60236,2
FOXE1,0.602173333,2
38412,0.602106667,2
KDM6B,0.602093333,2
CRAT,0.601906667,2
VNN1,0.601866667,2
HINT1,0.60164,2
ZBTB20,0.60136,2
IRF2,0.60132,2
CPLX1,0.601226667,2
TLE3,0.600866667,2
G6PC2,0.600346667,2
CREB3L1,0.599973333,2
PKP3,0.599973333,2
AQP8,0.59996,2
IFIH1,0.599893333,2
LGI4,0.599813333,2
METAP2,0.599773333,2
NTF4,0.59976,2
HSD3B7,0.599573333,2
PCTP,0.599546667,2
SH3GL1,0.599533333,2
AVPR1B,0.59944,2
SAMSN1,0.59904,2
F7,0.598613333,2
SLC3A1,0.598466667,2
IGFBP5,0.598266667,2
CAPN3,0.597906667,2
EEF2,0.597813333,2
ATP1A3,0.597706667,2
GPR161,0.597426667,2
FEZ1,0.597026667,2
CSRP2,0.597013333,2
GCNT2,0.596733333,2
ABCB10,0.59668,2
MTERFD3,0.596626667,2
37316,0.5966,2
EFNA3,0.59648,2
SLIT2,0.596133333,2
NDEL1,0.595973333,2
GAB2,0.595866667,1
PHF14,0.595826667,2
SPOP,0.5958,2
SOX1,0.595666667,2
SIAH1,0.59564,2
CRLF1,0.595586667,2
PLIN1,0.59552,2
PPME1,0.595506667,2
APBA3,0.59532,2
ATP1B2,0.594853333,2
GADD45GIP1,0.594826667,2
VSX2,0.59472,2
KCNK2,0.59444,2
GPR50,0.59432,2
CHORDC1,0.594066667,2
MSI2,0.594026667,2
PNLIPRP2,0.59392,2
SYT2,0.59384,2
EDN3,0.59384,2
SS18L1,0.593813333,2
GAST,0.59364,2
SLC45A2,0.593573333,2
SYT1,0.593466667,2
GPR3,0.593453333,2
CBFA2T2,0.593293333,2
KRT10,0.59276,2
PAX4,0.59272,2
TLR8,0.592466667,2
BCAM,0.5924,1
JPH3,0.59236,2
CAMKK2,0.592106667,2
AMPH,0.592066667,2
SPEG,0.592066667,2
KLF10,0.592013333,2
ADARB1,0.591906667,2
SLC17A7,0.59188,2
MT3,0.5918,2
HAPLN1,0.59156,2
SMARCC1,0.591506667,2
CACNA1G,0.591506667,2
PDE4B,0.591213333,2
DYNC2LI1,0.591013333,2
CCNA2,0.590773333,2
ITGB1BP1,0.590706667,2
CREB3L3,0.590586667,2
IL1A,0.590533333,1
TIA1,0.59048,2
LOR,0.59032,2
E2F7,0.590186667,2
MAP3K3,0.589813333,2
WNT7A,0.589413333,2
UPK2,0.58932,2
PROZ,0.589253333,2
MEX3C,0.589186667,2
SCP2,0.588866667,2
WNT11,0.588733333,2
DDX17,0.588413333,2
IL1RL1,0.588386667,2
ARFGEF2,0.58832,2
SPTLC2,0.58828,2
SLC5A3,0.588266667,2
TPSB2,0.588253333,2
NR2F1,0.588213333,2
PXMP2,0.588186667,2
MLLT1,0.587866667,2
HLA-G,0.587786667,2
RPL29,0.587493333,2
CTSF,0.587466667,2
SMC3,0.586986667,2
GTF2I,0.586946667,2
PIM3,0.58672,2
IMPAD1,0.586453333,2
EXTL3,0.58644,2
STAMBP,0.5864,2
BMP1,0.58636,2
DBN1,0.585626667,2
IP6K2,0.585586667,2
ICOSLG,0.585506667,2
KCNQ2,0.585213333,2
NFIC,0.584813333,2
ST8SIA4,0.584813333,2
TYK2,0.584813333,2
GAN,0.584773333,2
HBZ,0.58456,2
NAA40,0.58448,2
HERC2,0.58444,2
ARMC4,0.584253333,2
TNC,0.5842,2
RXRG,0.584053333,2
RAD23A,0.584026667,2
TMEM38B,0.583946667,2
SYNGAP1,0.5838,2
KCNJ12,0.583786667,2
GABRA2,0.583613333,2
PLSCR1,0.583533333,2
GBP2,0.58348,2
APBB2,0.583466667,1
MID1,0.583426667,2
IRS4,0.58328,2
LTC4S,0.583186667,2
SIGLEC15,0.582746667,2
DAXX,0.582693333,2
ARHGEF1,0.582666667,2
TRAF3IP1,0.582573333,2
CHRNA1,0.582493333,2
ABCC10,0.582453333,2
EPHA4,0.582106667,2
MAGOH,0.581413333,2
CUL3,0.581386667,2
TIAL1,0.58124,2
PTPRZ1,0.58108,2
DDB1,0.581066667,2
OTUD7B,0.580946667,2
PIP4K2B,0.580866667,2
SRXN1,0.580706667,2
SERPINA6,0.580613333,2
IKZF2,0.580346667,2
CANX,0.580346667,2
STMN1,0.580213333,2
DGCR8,0.580013333,2
NLGN1,0.579946667,2
DCX,0.57932,2
TREX2,0.57916,2
CIC,0.578973333,2
SGK3,0.578813333,2
RASGRF2,0.57872,2
COX6A1,0.578453333,2
ACOT13,0.5784,2
MAP3K2,0.57836,2
IRX5,0.57816,2
HOXB9,0.578106667,2
GGA3,0.578066667,2
PLCL1,0.577973333,2
CNGB1,0.577786667,2
PTP4A3,0.57776,2
IL13RA2,0.577586667,2
SUPT20H,0.57752,2
KIAA1549L,0.577266667,0
SUN2,0.577266667,2
NEO1,0.577266667,2
NONO,0.577173333,2
CD97,0.57692,2
CCNG1,0.57688,2
STAM2,0.57672,2
HDAC7,0.576693333,2
UBR4,0.57652,2
NR0B1,0.576333333,2
ASGR1,0.576266667,2
PCLO,0.57624,2
IL17F,0.576026667,2
FLRT3,0.575906667,2
UGDH,0.575693333,2
DGKZ,0.575546667,2
RHOBTB3,0.5754,2
CLCA1,0.575253333,2
LRFN2,0.575146667,2
SEL1L,0.57508,2
EYA3,0.575,2
SLC39A2,0.574986667,2
ZFX,0.574893333,2
CLEC6A,0.574853333,2
MBOAT7,0.574813333,2
VDAC1,0.57472,2
GRM5,0.574653333,2
ZNF24,0.574186667,2
CLCN2,0.57412,2
ZNRF3,0.57396,2
P2RX2,0.573613333,2
FHIT,0.573586667,2
CSF3,0.57352,2
TBXAS1,0.5734,2
MTFMT,0.57336,2
MGMT,0.573266667,2
ROCK2,0.572866667,2
ESAM,0.572653333,2
LAMA3,0.572266667,2
MUTYH,0.57216,2
TNFAIP1,0.572106667,2
GLIS2,0.57208,2
HOXD4,0.571866667,2
DCLRE1A,0.571746667,2
PADI4,0.571493333,2
RPSA,0.571386667,2
ZIC1,0.571346667,2
PCID2,0.571333333,2
FAM134C,0.57132,2
HRH2,0.571226667,2
AGAP2,0.57108,2
PTPRE,0.571053333,2
BLNK,0.570986667,2
VASN,0.570986667,2
KALRN,0.570693333,2
IFITM1,0.570466667,2
DDAH1,0.570386667,2
HNRNPD,0.570373333,2
BHMT,0.570173333,2
GJD2,0.570093333,2
ADCY3,0.570013333,2
SYNJ1,0.569933333,2
TPST2,0.569773333,2
ULK1,0.569666667,2
AFM,0.569613333,2
SMARCAD1,0.569573333,2
SNX1,0.569426667,2
ANTXR1,0.569346667,2
EIF6,0.569146667,2
NIPSNAP1,0.56904,2
MLPH,0.568746667,2
CDX1,0.56868,2
NLRP12,0.5686,2
PACS2,0.568573333,2
NDUFA13,0.568453333,2
ULK2,0.568253333,2
NR2E1,0.56824,2
GSTM5,0.568133333,2
RSAD2,0.568026667,2
KY,0.568,2
AVIL,0.567986667,2
NAPA,0.56788,2
CAT,0.567573333,2
PFDN5,0.567266667,2
SRSF3,0.567053333,2
CD9,0.566973333,2
GRM8,0.56684,2
PPP4C,0.5666,2
IL9,0.566586667,2
ALPP,0.566373333,2
B4GALT5,0.56636,2
FXYD4,0.56628,2
ECEL1,0.565733333,2
RACGAP1,0.565386667,2
HRG,0.564933333,2
UROD,0.5646,2
PDE8A,0.564533333,2
HCN1,0.564066667,2
TRIM54,0.564013333,2
ADAMTS5,0.563933333,2
TEC,0.563866667,0
DRD4,0.563613333,2
RIC8A,0.563466667,2
P2RY6,0.56332,2
ICA1,0.563106667,2
PRKCA,0.563013333,2
PDK4,0.562946667,2
EGR3,0.562946667,2
PRICKLE1,0.562893333,2
MAOA,0.56288,2
SOST,0.562826667,2
DIDO1,0.56248,2
TERF2IP,0.562426667,2
DAZAP1,0.562413333,2
TMEM64,0.562146667,2
PROKR1,0.56196,2
ESRRB,0.5618,2
PLCD1,0.561706667,2
ADAM19,0.56164,2
CDC25B,0.561493333,2
ARSA,0.561413333,2
PRMT2,0.5614,2
ZCCHC11,0.561373333,2
RAD54L2,0.561333333,0
LPP,0.56128,2
SETD8,0.561173333,2
ACACA,0.561146667,2
ABCC3,0.560853333,2
HGFAC,0.56076,2
ASXL1,0.560733333,2
RHOA,0.56064,2
PTPRA,0.560373333,2
TNS1,0.56032,2
MCAM,0.560186667,2
PPP1R3B,0.560093333,2
SNX13,0.559986667,2
AP1G1,0.559853333,2
SSTR2,0.559826667,2
AKAP8,0.55928,2
BARX1,0.559226667,2
CRP,0.55896,2
GDF5,0.558906667,2
VEZF1,0.558893333,2
FGR,0.5588,2
GGA1,0.558626667,2
AK7,0.558546667,2
SLC26A2,0.558493333,2
STIL,0.558186667,2
RAPSN,0.55816,2
DNAJC6,0.558133333,2
CTHRC1,0.55808,2
PLCL2,0.558053333,2
CAMK2G,0.55796,2
HIVEP3,0.55776,2
IL7R,0.557653333,2
TYMP,0.557653333,2
FH,0.557613333,2
EEF1E1,0.557506667,2
GRIK5,0.55744,2
SLC2A3,0.557413333,2
RAD21,0.557266667,2
COL11A1,0.557133333,2
RRAS,0.55708,2
BRSK1,0.556986667,2
TLN2,0.55696,2
ALOX5,0.55692,2
HPN,0.55692,2
ATP2A1,0.556853333,2
PRDX2,0.55648,2
GYS2,0.556293333,2
SRR,0.556226667,2
HSP90AA1,0.556053333,2
CST3,0.555733333,1
GBA2,0.555586667,2
ADRA2C,0.555333333,2
PDCD4,0.555266667,2
SLC22A1,0.555106667,2
VAMP7,0.554986667,2
SPEF2,0.554866667,0
GCNT1,0.554333333,2
EHMT1,0.554186667,2
AURKA,0.554133333,2
TDRD7,0.553266667,2
PRDM9,0.553173333,2
GRIN3B,0.55312,2
FAM73B,0.552746667,2
RTN4,0.552306667,2
EIF4G2,0.552293333,2
LIPC,0.551893333,2
CD83,0.55176,2
RDX,0.551746667,2
TTL,0.551586667,2
MAX,0.551386667,2
ENO2,0.551373333,2
SPNS1,0.551253333,2
ALPI,0.551093333,2
IL34,0.550946667,2
GJB5,0.550906667,2
TUBB3,0.550853333,2
MMP24,0.55072,2
MAP1S,0.550653333,2
ATP4A,0.550573333,2
MASP2,0.55056,2
SGCE,0.550333333,2
RNASEH1,0.550213333,2
MBOAT4,0.549906667,2
RPA1,0.549786667,2
IL20RB,0.5496,2
MYH14,0.549573333,2
TJP2,0.5494,2
KAT8,0.549333333,1
TF,0.549266667,1
LHX6,0.548586667,2
ATP6V1B1,0.548426667,2
MCM7,0.548413333,2
DOK3,0.548346667,2
MAML3,0.54796,2
VPS18,0.547866667,2
FAM117B,0.547733333,0
ABCC2,0.547573333,2
NUSAP1,0.546746667,2
SOAT2,0.546226667,2
RAD17,0.5462,2
MMP19,0.545773333,2
KRT17,0.545506667,2
PVALB,0.545506667,2
TGS1,0.545426667,2
COL17A1,0.545413333,2
PPP1R15A,0.545186667,2
KLHDC2,0.545,0
FBLIM1,0.54488,2
PON1,0.5448,1
APOA2,0.544666667,2
MAP3K11,0.544426667,2
KCNAB1,0.544386667,2
IL5RA,0.544306667,2
FSHB,0.54428,2
SREBF2,0.544253333,2
TFF2,0.54424,2
MSH3,0.543946667,2
UBE2Q1,0.54356,2
PRPSAP2,0.54344,2
PTK2B,0.543333333,1
CAPZB,0.543293333,2
ITGAX,0.54328,2
UBP1,0.542986667,2
TRIM55,0.542826667,2
APOH,0.5428,2
P2RY2,0.542706667,2
APCS,0.54264,2
CNN2,0.5424,2
38596,0.542333333,2
BRSK2,0.542293333,2
LLGL2,0.54228,2
RPE65,0.542266667,2
MGLL,0.54212,2
COL5A2,0.542066667,2
TPT1,0.541826667,2
UBE2L3,0.5418,2
JPH4,0.541746667,2
KDM4B,0.541653333,2
KLF3,0.5416,2
KIF2A,0.5416,2
ELAVL3,0.54144,2
TBC1D2B,0.5414,2
IMPDH2,0.541186667,2
BCL6B,0.541146667,2
BLOC1S5,0.541066667,2
GLG1,0.54104,2
COL4A5,0.541013333,2
GHRL,0.54072,2
LTF,0.540586667,2
KLHL20,0.54016,2
EED,0.54004,2
TULP1,0.539706667,2
OPRL1,0.5394,2
CYP8B1,0.53912,2
GATAD2A,0.538973333,2
F8,0.53896,2
CYP7B1,0.53888,2
DHRS7B,0.5388,2
PRSS50,0.53808,2
SLC25A21,0.538013333,2
AQP11,0.537946667,2
MARCKSL1,0.537613333,2
SERPINB9,0.537493333,2
TMPO,0.53736,2
BAG1,0.53732,2
NRXN2,0.53716,2
ASPM,0.537053333,2
DFFA,0.537026667,2
CELF4,0.536986667,2
PRDX3,0.53676,2
GNL3,0.536173333,2
PAQR3,0.536173333,2
TTLL1,0.535773333,2
NOL3,0.535733333,2
DDO,0.535693333,2
FBXL3,0.53568,2
ARC,0.5356,1
TAS1R1,0.5354,2
FAT1,0.535186667,2
DLG3,0.53512,2
LCAT,0.534973333,2
THOC1,0.5348,2
TUBA1A,0.534573333,2
RAB23,0.53456,2
IL12RB1,0.534533333,2
LRAT,0.53452,2
AMH,0.53424,2
FCGRT,0.534066667,2
FUT4,0.53404,2
HSP90AB1,0.533693333,2
GUCA2B,0.533626667,2
HK2,0.533413333,2
SLCO1B3,0.533333333,2
MMP15,0.533333333,2
SSTR5,0.533026667,2
PIM2,0.532946667,2
SERPINF1,0.532586667,2
PNRC2,0.531906667,2
SMN1,0.53168,2
FABP2,0.5314,2
STRAP,0.53116,2
PXN,0.531066667,2
SLC25A37,0.531066667,2
NFKBIE,0.53084,2
A4GALT,0.530786667,2
AHSG,0.53052,2
DPH3,0.530293333,2
SRD5A3,0.53028,2
NELL1,0.529733333,2
SCTR,0.5292,2
MAP3K6,0.529146667,2
CRB2,0.529,2
RASGRP1,0.528933333,2
PKP2,0.528266667,2
PLD2,0.528186667,2
CRTC3,0.528093333,2
POMT2,0.528053333,2
NAV2,0.527413333,2
MYH4,0.5272,2
HBP1,0.5272,2
FEZF1,0.527173333,2
LYNX1,0.526973333,2
IFT80,0.526973333,2
GNPNAT1,0.52692,2
ATF1,0.526906667,2
TAF4B,0.526893333,2
GZMA,0.5268,2
KRIT1,0.52664,2
CTNS,0.526613333,2
NEUROD2,0.52652,2
NLGN2,0.526346667,2
GP1BA,0.52616,2
NUPR1,0.52556,2
RFX4,0.525413333,2
INPP5K,0.525253333,2
CDS2,0.52524,2
SRGAP3,0.52512,2
CSNK1D,0.52508,2
CASP2,0.524986667,2
FUT7,0.524973333,2
AMOT,0.52492,2
NFIL3,0.52488,2
APLN,0.524586667,2
ZMIZ1,0.524466667,2
CFC1,0.524453333,2
PFKL,0.524026667,2
EFEMP2,0.52396,2
SLC5A8,0.523773333,2
ATAD5,0.52372,2
KIAA1217,0.523653333,2
PTDSS2,0.523453333,2
PCYT2,0.52344,2
CYB561,0.52312,2
ECSIT,0.523066667,2
MAOB,0.523,1
TRAK1,0.52284,2
GABRA6,0.522706667,2
CRB1,0.522626667,2
PDE3B,0.522453333,2
ANKRD26,0.522266667,2
MTHFD1,0.521813333,2
GHSR,0.5216,2
CACNG4,0.521426667,2
ASXL2,0.521373333,2
HORMAD1,0.521306667,2
PPP1R3A,0.521266667,2
SESN2,0.521226667,2
MAN2A2,0.5212,2
MARCO,0.521026667,2
ARPC4,0.52096,2
C2CD3,0.520946667,2
SIX5,0.520653333,2
GRM7,0.52064,2
SEMA5A,0.520626667,2
RLN3,0.520546667,2
NRG2,0.519986667,2
RAD9B,0.519933333,2
MSH6,0.519813333,2
DUSP4,0.519786667,2
CHL1,0.519573333,2
NUP50,0.519506667,2
MYOF,0.519426667,2
KIAA1715,0.519253333,2
TMEM189,0.519173333,2
GRPR,0.519013333,2
NRN1,0.518986667,2
DDB2,0.518853333,2
PENK,0.518826667,2
DLST,0.518746667,2
PCCA,0.5186,2
VAMP3,0.51856,2
MATN3,0.51812,2
PLSCR3,0.518,2
RAD51,0.518,2
TNFRSF13C,0.517853333,2
PPM1K,0.517773333,2
C11ORF73,0.51776,2
CD48,0.51776,2
GPR89A,0.517573333,2
SENP2,0.51748,2
PRCP,0.51728,2
EPB41L3,0.516746667,2
BCMO1,0.51656,2
ANK3,0.516413333,2
PRKAG1,0.51632,2
NXN,0.516066667,2
BNIP3,0.51572,2
MCM3,0.5154,2
CLDN18,0.515373333,2
SLC6A1,0.51532,2
RGS14,0.51528,2
LIN7B,0.515213333,2
VEGFC,0.51492,2
ARHGEF6,0.514773333,2
AMBRA1,0.514773333,2
BBX,0.514453333,2
SLC20A2,0.51444,2
SERPINB5,0.5142,2
ATAD1,0.514186667,2
SLC13A5,0.513933333,2
NKD1,0.513866667,2
CORO1A,0.51384,2
TRPC6,0.51376,2
ACTL6A,0.5134,2
CCK,0.513266667,2
CAMLG,0.51324,2
CHKA,0.513133333,2
DDX20,0.513106667,2
RAD54B,0.513013333,2
DACH1,0.513,2
THOC5,0.512826667,2
POPDC2,0.512666667,2
CCS,0.512626667,2
KCNN3,0.512586667,2
NEK7,0.512093333,2
TRPC5,0.51184,2
GSE1,0.5114,0
HAVCR1,0.51132,2
CNTFR,0.511266667,2
COL9A1,0.511253333,2
MYBL2,0.511213333,2
SREBF1,0.511213333,2
CAPN5,0.511106667,2
FAIM2,0.511093333,2
COL19A1,0.511,2
TRIP10,0.510946667,2
SATB2,0.51088,2
AREG,0.510813333,2
OLFM1,0.510746667,2
ZDHHC17,0.51068,2
RABGEF1,0.510653333,2
VPS52,0.510546667,2
NPC1L1,0.510533333,2
DAGLA,0.510466667,2
CYR61,0.51044,2
USP22,0.510066667,2
TEX15,0.509986667,2
ANGPTL6,0.509613333,2
LY9,0.509546667,2
CMKLR1,0.50952,2
SLC6A8,0.50932,2
NALCN,0.509293333,2
BSX,0.509133333,2
MYH1,0.50912,2
SLC18A3,0.509066667,2
CHST10,0.50904,2
BACH1,0.50904,2
CPS1,0.508986667,2
WNT3,0.508973333,2
SULT1E1,0.508906667,2
PLXNA2,0.508866667,2
EIF2S2,0.508826667,2
IP6K1,0.508813333,2
GPR56,0.508613333,2
DSP,0.50852,2
APC2,0.508506667,2
NOX1,0.50844,2
CACNB1,0.508386667,2
FABP7,0.508346667,2
CCR9,0.508293333,2
UNCX,0.507973333,2
NDRG4,0.507906667,2
MIF,0.50788,2
MAT1A,0.507733333,2
PAPPA2,0.507493333,2
PRKRA,0.507173333,2
KLK4,0.50712,2
VPS41,0.506933333,2
SIX2,0.506853333,2
DDX11,0.50676,2
MYO18B,0.506466667,0
CENPB,0.506066667,0
ANPEP,0.506013333,2
SLC7A1,0.505946667,2
TPMT,0.505853333,2
ALAS2,0.50572,2
HMGCL,0.505413333,2
CD5,0.505386667,2
IDE,0.505333333,1
FNDC3B,0.505333333,0
CHFR,0.50508,2
MLLT4,0.50496,2
BARHL2,0.50484,2
NPY5R,0.504613333,2
CREB3L2,0.5044,2
PRPF19,0.504386667,2
TRPC1,0.50428,2
KAT7,0.503973333,2
TFDP1,0.50372,2
VPS33A,0.503573333,2
UNC13B,0.5034,2
RAD9A,0.503186667,2
CACNA2D1,0.503066667,2
FRAS1,0.503,2
CTCF,0.502973333,2
RFK,0.502853333,2
NTS,0.502653333,2
OSR2,0.50248,2
EBP,0.502186667,2
BRPF1,0.502186667,2
RQCD1,0.502,2
CASP14,0.501933333,2
ADAM22,0.501853333,2
TWF1,0.50184,2
DYM,0.501813333,2
GRIK1,0.501573333,2
NRXN1,0.501573333,2
SLC30A7,0.501293333,2
SLIT1,0.501146667,2
TAF7,0.50088,2
EPS8,0.500653333,2
DKK3,0.500613333,2
INPP5F,0.500493333,2
NT5E,0.500493333,2
RFX3,0.500333333,2
TIAM1,0.499986667,2
TGIF2,0.499706667,2
FJX1,0.499013333,2
PSAT1,0.49864,2
FAM63A,0.49848,2
PSME3,0.498053333,2
CEP41,0.497986667,2
GLIS3,0.497933333,1
SMAP1,0.497893333,2
SF1,0.49776,2
SRPK2,0.497666667,2
PKD1L1,0.497626667,2
TFF3,0.497266667,2
GAL3ST1,0.497173333,2
PELO,0.496973333,2
NCEH1,0.496386667,2
ITGA1,0.49636,2
SLC7A9,0.496333333,2
CELF1,0.496266667,1
DAPK1,0.496266667,1
SLC35D1,0.496106667,2
TMEM98,0.496,0
RGS16,0.495826667,2
NCF4,0.4956,2
HCLS1,0.49552,2
GNB3,0.495293333,2
CBX6,0.4952,2
MMP10,0.495106667,2
VAMP1,0.495026667,2
CLCN6,0.49496,2
BLK,0.494946667,2
PHB,0.494506667,2
SDC3,0.494506667,2
SOX12,0.494506667,2
KIF11,0.49444,2
AATF,0.494026667,2
UIMC1,0.494,2
GAPDH,0.494,1
RIPPLY2,0.49384,2
BSN,0.49368,2
TROVE2,0.493613333,2
CBX4,0.493573333,2
MAEA,0.493453333,2
GGA2,0.492866667,2
CENPE,0.492666667,2
RLIM,0.492653333,2
ELF4,0.4924,2
GLS,0.492346667,2
MMP16,0.492253333,2
HNRNPL,0.492093333,2
WDR37,0.492053333,2
KCTD10,0.492,2
KIF1A,0.492,2
SETD7,0.491693333,2
CDCP1,0.4914,0
HTR6,0.49136,2
PEA15,0.49124,2
TCAP,0.491026667,2
CD3D,0.491013333,2
OSCAR,0.490626667,2
IGFALS,0.49056,2
ARF4,0.490533333,2
BRE,0.490253333,2
ATOH7,0.489813333,2
KPTN,0.4898,2
CSF3R,0.489693333,2
FUT8,0.48936,2
TCTN2,0.489346667,2
SORBS1,0.4892,2
PLEKHG5,0.489106667,2
CUL1,0.489053333,2
TFAP2C,0.488866667,2
POMT1,0.48856,2
ADCY1,0.488546667,2
NOA1,0.488466667,2
SCN3A,0.488346667,2
FLII,0.488226667,2
FBXL20,0.488226667,2
PYGO1,0.4882,2
POLG2,0.488186667,2
SUMO1,0.487946667,2
CHKB,0.48792,2
LTBP3,0.487826667,2
IRF7,0.487773333,2
RBBP6,0.487146667,2
EIF2AK2,0.486893333,2
FA2H,0.486493333,2
ARL13B,0.486293333,2
LEPRE1,0.4862,2
IRAK1,0.48584,2
ME1,0.485786667,2
PCDH10,0.485746667,2
MAN1A2,0.485293333,2
PTPRO,0.485133333,2
EAF2,0.48496,2
TAAR1,0.48484,2
PTCRA,0.484333333,0
HOXA4,0.484186667,2
DNAI1,0.484146667,2
LYVE1,0.483866667,2
ERCC4,0.483666667,2
APPL1,0.483173333,2
CHST3,0.48312,2
MAB21L2,0.483026667,2
GC,0.482973333,2
SMC1A,0.48268,2
TAPBP,0.482506667,2
RFNG,0.48236,2
GABRD,0.48232,2
EIF3CL,0.482293333,2
OLIG1,0.482053333,2
PON3,0.482013333,2
MLXIPL,0.481973333,2
CFL2,0.481666667,2
PHOSPHO1,0.481346667,2
